,Unnamed: 0,SGDID,Pathway,PathwayID
629,629,S000004830,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
630,630,S000004830,guanosine ribonucleotides de novo biosynthesis,PWY-7221
631,631,S000004830,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
632,632,S000004830,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
633,633,S000004830,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
634,634,S000004830,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
635,635,S000005829,L-arginine biosynthesis II (acetyl cycle),ARGSYNBSUB-PWY
636,636,S000005829,citrulline biosynthesis,CITRUL-BIO2-PWY
637,637,S000005829,superpathway of pyrimidine ribonucleotides de novo biosynthesis,PWY0-162
638,638,S000004290,glutathione degradation,PWYQT-4432
639,639,S000004290,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),PWY3O-114
640,640,S000002921,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
641,641,S000002921,glutathione-glutaredoxin system,PWY3O-592
642,642,S000000448,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
643,643,S000001509,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
644,644,S000001476,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
645,645,S000005409,glutathione biosynthesis,GLUTATHIONESYN-PWY
646,646,S000005409,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),PWY3O-114
647,647,S000001477,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
648,648,S000003983,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
649,649,S000006012,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
650,650,S000006012,glutathione-glutaredoxin system,PWY3O-592
651,651,S000003424,gluconeogenesis I,GLUCONEO-PWY-1
652,652,S000003424,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
653,653,S000003424,superpathway of glucose fermentation,GLUCFERMEN-PWY
654,654,S000003769,gluconeogenesis I,GLUCONEO-PWY-1
655,655,S000003769,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
656,656,S000003769,superpathway of glucose fermentation,GLUCFERMEN-PWY
657,657,S000001024,glycerol degradation,AERO-GLYCEROL-CAT-PWY
658,658,S000001775,diacylglycerol and triacylglycerol biosynthesis,TRIGLSYN-PWY
659,659,S000001775,phosphatidate biosynthesis I (the dihydroxyacetone pathway),PWY3O-6407
660,660,S000001775,phosphatidate biosynthesis II (the glycerol-3-phosphate pathway),PWY3O-6499
661,661,S000001775,superpathway of phosphatidate biosynthesis,PWY3O-6635
662,662,S000001417,glycerol degradation,AERO-GLYCEROL-CAT-PWY
663,663,S000000107,diacylglycerol and triacylglycerol biosynthesis,TRIGLSYN-PWY
664,664,S000000107,phosphatidate biosynthesis I (the dihydroxyacetone pathway),PWY3O-6407
665,665,S000000107,phosphatidate biosynthesis II (the glycerol-3-phosphate pathway),PWY3O-6499
666,666,S000000107,superpathway of phosphatidate biosynthesis,PWY3O-6635
667,667,S000002426,folate interconversions,PWY3O-697
668,668,S000002426,folate transformations I,PWY-2201
669,669,S000002426,glycine cleavage,GLYCLEAV-PWY
670,670,S000002426,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
671,671,S000002426,superpathway of tetrahydrofolate biosynthesis and salvage,FOLSYN-PWY-1
672,672,S000004248,glycogen biosynthesis,PWY3O-4031
673,673,S000006364,glycogen catabolism,GLYCOCAT-YEAST-PWY
674,674,S000001911,glycogen biosynthesis,PWY3O-4031
675,675,S000001766,glycogen biosynthesis,PWY3O-4031
676,676,S000003033,lipid-linked oligosaccharide biosynthesis,GLUCOSE-MANNOSYL-CHITO-DOLICHOL
677,677,S000004463,methylglyoxal catabolism,PWY-901
678,678,S000002862,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
679,679,S000002862,guanosine ribonucleotides de novo biosynthesis,PWY-7221
680,680,S000002862,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
681,681,S000002862,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
682,682,S000002862,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
683,683,S000002862,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
684,684,S000003898,assimilatory sulfate reduction I,SO4ASSIM-PWY
685,685,S000003898,sulfate assimilation pathway,PWY-781
686,686,S000003898,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
687,687,S000004540,mevalonate pathway,IPPSYN-PWY
688,688,S000004540,mevalonate pathway I,PWY-922
689,689,S000004540,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
690,690,S000004442,mevalonate pathway,IPPSYN-PWY
691,691,S000004442,mevalonate pathway I,PWY-922
692,692,S000004442,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
693,693,S000003222,fructose degradation,PWY3O-0
694,694,S000003222,glucose-6-phosphate biosynthesis,PWY3O-3827
695,695,S000003222,mannose degradation,PWY3O-1743
696,696,S000003222,superpathway of glucose fermentation,GLUCFERMEN-PWY
697,697,S000001949,fructose degradation,PWY3O-0
698,698,S000001949,glucose-6-phosphate biosynthesis,PWY3O-3827
699,699,S000001949,mannose degradation,PWY3O-1743
700,700,S000001949,superpathway of glucose fermentation,GLUCFERMEN-PWY
701,701,S000001378,L-histidine biosynthesis,HISTSYN-PWY
702,702,S000001378,phenylalanine degradation,PWY3O-4115
703,703,S000001378,superpathway of aromatic amino acid biosynthesis,COMPLETE-ARO-PWY-1
704,704,S000001378,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
705,705,S000001378,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
706,706,S000002341,L-lysine biosynthesis IV,LYSINE-AMINOAD-PWY-2
707,707,S000003900,L-homoserine biosynthesis,HOMOSERSYN-PWY
708,708,S000003900,superpathway of L-threonine biosynthesis,THRESYN-PWY
709,709,S000003900,superpathway of methionine biosynthesis,PWY3O-954
710,710,S000003900,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
711,711,S000003900,superpathway of threonine and methionine biosynthesis,P4-PWY-1
712,712,S000003900,superpathway of threonine biosynthesis,PWY3O-7
713,713,S000001067,L-threonine biosynthesis,HOMOSER-THRESYN-PWY
714,714,S000001067,superpathway of L-threonine biosynthesis,THRESYN-PWY
715,715,S000001067,superpathway of threonine and methionine biosynthesis,P4-PWY-1
716,716,S000001067,superpathway of threonine biosynthesis,PWY3O-7
717,717,S000002680,methylglyoxal catabolism,PWY-901
718,718,S000005566,methylglyoxal catabolism,PWY-901
719,719,S000002364,superpathway of heme and siroheme biosynthesis,PWY3O-69
720,720,S000002364,tetrapyrrole biosynthesis,PWY3O-50
721,721,S000004595,mevalonate pathway,IPPSYN-PWY
722,722,S000004595,mevalonate pathway I,PWY-922
723,723,S000004595,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
724,724,S000002807,"salvage pathways of adenine, hypoxanthine and their nucleosides",PWY3O-2220
725,725,S000002807,"salvage pathways of guanine, xanthine and their nucleosides",PWY3O-743
726,726,S000002807,salvage pathways of purines and their nucleosides,PWY3O-1
727,727,S000002807,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
728,728,S000005728,L-histidine biosynthesis,HISTSYN-PWY
729,729,S000005728,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
730,730,S000001694,L-tryptophan biosynthesis,TRPSYN-PWY-1
731,731,S000001694,superpathway of aromatic amino acid biosynthesis,COMPLETE-ARO-PWY-1
732,732,S000001694,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
733,733,S000005681,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
734,734,S000004727,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
735,735,S000004727,inosine-5'-phosphate biosynthesis I,PWY-6123-1
736,736,S000004727,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
737,737,S000004727,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
738,738,S000004727,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
739,739,S000004018,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
740,740,S000004018,inosine-5'-phosphate biosynthesis I,PWY-6123-1
741,741,S000004018,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
742,742,S000004018,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
743,743,S000004018,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
744,744,S000004520,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
745,745,S000004520,guanosine ribonucleotides de novo biosynthesis,PWY-7221
746,746,S000004520,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
747,747,S000004520,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
748,748,S000004520,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
749,749,S000004520,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
750,750,S000004424,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
751,751,S000004424,guanosine ribonucleotides de novo biosynthesis,PWY-7221
752,752,S000004424,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
753,753,S000004424,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
754,754,S000004424,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
755,755,S000004424,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
756,756,S000001259,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
757,757,S000001259,guanosine ribonucleotides de novo biosynthesis,PWY-7221
758,758,S000001259,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
759,759,S000001259,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
760,760,S000001259,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
761,761,S000001259,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
762,762,S000001088,myo-inositol biosynthesis,PWY-2301
763,763,S000002695,myo-inositol biosynthesis,PWY-2301
764,764,S000001487,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
765,765,S000003689,myo-inositol biosynthesis,PWY-2301
766,766,S000000821,phospholipids degradation,LIPASYN-PWY-1
767,767,S000007587,diphthamide biosynthesis,PWY-6482-1
768,768,S000004954,superpathway of glutamate biosynthesis,PWY3O-13
769,769,S000000867,glyoxylate cycle,GLYOXYLATE-BYPASS
770,770,S000000867,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
771,771,S000006038,mevalonate pathway,IPPSYN-PWY
772,772,S000006038,mevalonate pathway I,PWY-922
773,773,S000006038,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
774,774,S000006038,"trans, trans-farnesyl diphosphate biosynthesis",PWY-5123
775,775,S000000363,very long chain fatty acid biosynthesis I,PWY-5080-1
776,776,S000004221,L-tryptophan degradation III (eukaryotic),TRYPTOPHAN-DEGRADATION-1
777,777,S000004221,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,PWY-5651
778,778,S000004221,NAD de novo biosynthesis II (from tryptophan),NADSYN-PWY
779,779,S000004221,superpathway of NAD biosynthesis,PWY3O-4158
780,780,S000000194,L-tryptophan degradation III (eukaryotic),TRYPTOPHAN-DEGRADATION-1
781,781,S000000194,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,PWY-5651
782,782,S000000194,NAD de novo biosynthesis II (from tryptophan),NADSYN-PWY
783,783,S000000194,superpathway of NAD biosynthesis,PWY3O-4158
784,784,S000002729,asparagine degradation,ASPARAGINE-DEG2-PWY
785,785,S000005221,L-homocysteine biosynthesis,PWY-5344
786,786,S000005221,superpathway of methionine biosynthesis,PWY3O-954
787,787,S000005221,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
788,788,S000005221,superpathway of threonine and methionine biosynthesis,P4-PWY-1
789,789,S000003596,L-tryptophan degradation III (eukaryotic),TRYPTOPHAN-DEGRADATION-1
790,790,S000003596,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,PWY-5651
791,791,S000003596,NAD de novo biosynthesis II (from tryptophan),NADSYN-PWY
792,792,S000003596,superpathway of NAD biosynthesis,PWY3O-4158
793,793,S000004430,L-arginine degradation VI (arginase 2 pathway),ARG-PRO-PWY
794,794,S000004430,arginine degradation (aerobic),ARGDEG-YEAST-PWY
795,795,S000001049,ergosterol biosynthesis,PWY3O-31704
796,796,S000001049,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
797,797,S000001049,zymosterol biosynthesis,PWY-6074-1
798,798,S000001114,ergosterol biosynthesis,PWY3O-31704
799,799,S000001114,lanosterol biosynthesis,PWY-6132
800,800,S000001114,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
801,801,S000000245,fatty acid oxidation pathway,YEAST-FAO-PWY
802,802,S000000817,fatty acid oxidation pathway,YEAST-FAO-PWY
803,803,S000001271,fatty acid oxidation pathway,YEAST-FAO-PWY
804,804,S000004860,fatty acid oxidation pathway,YEAST-FAO-PWY
805,805,S000005503,"riboflavin, FMN and FAD biosynthesis",YEAST-RIBOSYN-PWY
806,806,S000005061,glyoxylate cycle,GLYOXYLATE-BYPASS
807,807,S000005061,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
808,808,S000006032,L-arginine degradation VI (arginase 2 pathway),ARG-PRO-PWY
809,809,S000006032,arginine degradation (aerobic),ARGDEG-YEAST-PWY
810,810,S000000805,dolichyl phosphate D-mannose biosynthesis,PWY3O-123
811,811,S000000805,mannose degradation,PWY3O-1743
812,812,S000003588,gluconeogenesis I,GLUCONEO-PWY-1
813,813,S000003588,glycolysis I (from glucose 6-phosphate),GLYCOLYSIS
814,814,S000003588,superpathway of glucose fermentation,GLUCFERMEN-PWY
815,815,S000002585,"TCA cycle, aerobic respiration",TCA-EUK-PWY
816,816,S000002585,"aerobic respiration, electron transport chain",PWY3O-188
817,817,S000002585,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
818,818,S000002911,diacylglycerol and triacylglycerol biosynthesis,TRIGLSYN-PWY
819,819,S000002479,sphingolipid biosynthesis (yeast),SPHINGOLIPID-SYN-PWY-1
820,820,S000004007,methionine salvage pathway,PWY3O-64
821,821,S000004007,superpathway of methionine salvage pathway,PWY3O-351
822,822,S000004170,S-adenosyl-L-methionine biosynthesis,SAM-PWY
823,823,S000004170,S-adenosyl-L-methionine cycle II,PWY-5041
824,824,S000004170,superpathway of methionine salvage pathway,PWY3O-351
825,825,S000004170,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
826,826,S000000893,S-adenosyl-L-methionine cycle II,PWY-5041
827,827,S000000893,methionine biosynthesis,PWY3O-238
828,828,S000000893,superpathway of methionine biosynthesis,PWY3O-954
829,829,S000000893,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
830,830,S000000893,superpathway of threonine and methionine biosynthesis,P4-PWY-1
831,831,S000003093,folate interconversions,PWY3O-697
832,832,S000003093,folate polyglutamylation,PWY3O-20
833,833,S000003093,folate transformations I,PWY-2201
834,834,S000003093,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
835,835,S000003093,superpathway of tetrahydrofolate biosynthesis and salvage,FOLSYN-PWY-1
836,836,S000005944,folate interconversions,PWY3O-697
837,837,S000005944,folate polyglutamylation,PWY3O-20
838,838,S000005944,folate transformations I,PWY-2201
839,839,S000005944,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
840,840,S000005944,superpathway of tetrahydrofolate biosynthesis and salvage,FOLSYN-PWY-1
841,841,S000003785,methionine salvage pathway,PWY3O-64
842,842,S000003785,superpathway of methionine salvage pathway,PWY3O-351
843,843,S000004821,mevalonate pathway,IPPSYN-PWY
844,844,S000004821,mevalonate pathway I,PWY-922
845,845,S000004821,superpathway of ergosterol biosynthesis I,ERGOSTEROL-SYN-PWY-1
846,846,S000000380,pantothenate and coenzyme A biosynthesis,PANTOSYN2-PWY
847,847,S000000510,phospholipid biosynthesis,PHOSLIPSYN2-PWY-1
848,848,S000000510,superpathway of phosphatidic acid and phospholipid biosynthesis,PHOS-PWY
849,849,S000000510,superpathway of phospholipid biosynthesis,PWY3O-2
850,850,S000004688,L-tyrosine degradation III,PWY3O-4108
851,851,S000004688,isoleucine degradation,PWY3O-4109
852,852,S000004688,leucine degradation,PWY3O-4112
853,853,S000004688,phenylalanine degradation,PWY3O-4115
854,854,S000004688,superpathway of glucose fermentation,GLUCFERMEN-PWY
855,855,S000004688,tryptophan degradation,PWY3O-214
856,856,S000004688,valine degradation,PWY3O-4105
857,857,S000001538,"fatty acid biosynthesis, initial steps",PWY3O-10
858,858,S000001538,fatty acid elongation,FASYN-ELONG2-PWY
859,859,S000001538,myristate biosynthesis,PWY-5971-1
860,860,S000001538,palmitate biosynthesis,PWY3O-8514
861,861,S000001538,stearate biosynthesis III (fungi),PWY3O-355
862,862,S000001538,"superpathway of fatty acid biosynthesis, saturated",PWY3O-6336
863,863,S000001538,"superpathway of fatty acid biosynthesis, saturated and unsaturated",PWY3O-5962
864,864,S000005747,"fatty acid biosynthesis, initial steps",PWY3O-10
865,865,S000005747,"superpathway of fatty acid biosynthesis, saturated",PWY3O-6336
866,866,S000005747,"superpathway of fatty acid biosynthesis, saturated and unsaturated",PWY3O-5962
867,867,S000004079,L-alanine biosynthesis II,ALANINE-SYN2-PWY
868,868,S000004079,L-alanine degradation III,ALANINE-DEG3-PWY
869,869,S000001864,glycine biosynthesis III,GLYSYN-ALA-PWY
870,870,S000001864,superpathway of serine and glycine biosynthesis,PWY3O-261
871,871,S000000875,superpathway of glucose fermentation,GLUCFERMEN-PWY
872,872,S000005284,"TCA cycle, aerobic respiration",TCA-EUK-PWY
873,873,S000005284,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
874,874,S000003777,L-isoleucine biosynthesis I (from threonine),ILEUSYN-PWY-1
875,875,S000003777,L-valine biosynthesis,VALSYN-PWY
876,876,S000003777,superpathway of branched chain amino acid biosynthesis,BRANCHED-CHAIN-AA-SYN-PWY-1
877,877,S000005980,glutathione-glutaredoxin redox reactions,GLUT-REDOX2-PWY
878,878,S000005980,glutathione-glutaredoxin system,PWY3O-592
879,879,S000000679,adenosine deoxyribonucleotides de novo biosynthesis II,PWY-7220-1
880,880,S000000679,assimilatory sulfate reduction I,SO4ASSIM-PWY
881,881,S000000679,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
882,882,S000000679,de novo biosynthesis of pyrimidine deoxyribonucleotides,YEAST-DE-NOVO-PYRMID-DNT
883,883,S000000679,guanosine deoxyribonucleotides de novo biosynthesis II,PWY-7222-1
884,884,S000000679,sulfate assimilation pathway,PWY-781
885,885,S000000679,superpathway of adenosine nucleotides de novo biosynthesis II,PWY-6126-1
886,886,S000000679,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
887,887,S000000679,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
888,888,S000000679,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
889,889,S000000679,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
890,890,S000000679,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),PWY-821-1
891,891,S000000679,thioredoxin pathway,THIOREDOX-PWY
892,892,S000005990,hexaprenyl diphosphate biosynthesis,HEXPPSYN-PWY-2
893,893,S000005990,superpathway of ubiquinone biosynthesis,PWY3O-862
894,894,S000002330,L-glutamate biosynthesis IV,GLUGLNSYN-PWY
895,895,S000002330,superpathway of glutamate biosynthesis,PWY3O-13
896,896,S000004801,folate interconversions,PWY3O-697
897,897,S000004801,folate transformations I,PWY-2201
898,898,S000004801,glycine cleavage,GLYCLEAV-PWY
899,899,S000004801,superpathway of chorismate metabolism,ALL-CHORISMATE-PWY-1
900,900,S000004801,superpathway of tetrahydrofolate biosynthesis and salvage,FOLSYN-PWY-1
901,901,S000001356,L-lysine biosynthesis IV,LYSINE-AMINOAD-PWY-2
902,902,S000005651,superpathway of ubiquinone biosynthesis,PWY3O-862
903,903,S000005651,ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),PWY3O-19
904,904,S000005456,superpathway of ubiquinone biosynthesis,PWY3O-862
905,905,S000005456,ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),PWY3O-19
906,906,S000002224,superpathway of glutamate biosynthesis,PWY3O-13
907,907,S000004347,L-isoleucine biosynthesis I (from threonine),ILEUSYN-PWY-1
908,908,S000004347,L-valine biosynthesis,VALSYN-PWY
909,909,S000004347,superpathway of branched chain amino acid biosynthesis,BRANCHED-CHAIN-AA-SYN-PWY-1
910,910,S000001568,"TCA cycle, aerobic respiration",TCA-EUK-PWY
911,911,S000001568,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
912,912,S000001512,"TCA cycle, aerobic respiration",TCA-EUK-PWY
913,913,S000001512,gluconeogenesis I,GLUCONEO-PWY-1
914,914,S000001512,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
915,915,S000001050,superoxide radicals degradation,DETOX1-PWY
916,916,S000000985,folate transformations I,PWY-2201
917,917,S000005668,"TCA cycle, aerobic respiration",TCA-EUK-PWY
918,918,S000005668,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
919,919,S000003476,"TCA cycle, aerobic respiration",TCA-EUK-PWY
920,920,S000003476,superpathway of TCA cycle and glyoxylate cycle,PWY3O-94
921,921,S000000207,hexaprenyl diphosphate biosynthesis,HEXPPSYN-PWY-2
922,922,S000000207,superpathway of ubiquinone biosynthesis,PWY3O-862
923,923,S000001589,L-asparagine biosynthesis I,ASPARAGINE-BIOSYNTHESIS-1
924,924,S000001589,L-aspartate biosynthesis,ASPARTATESYN-PWY
925,925,S000001589,asparagine degradation,ASPARAGINE-DEG2-PWY
926,926,S000001589,aspartate biosynthesis,ASPBIO-PWY
927,927,S000001589,superpathway of L-threonine biosynthesis,THRESYN-PWY
928,928,S000001589,superpathway of threonine and methionine biosynthesis,P4-PWY-1
929,929,S000001589,superpathway of threonine biosynthesis,PWY3O-7
930,930,S000001148,thioredoxin pathway,THIOREDOX-PWY
931,931,S000000888,L-isoleucine biosynthesis I (from threonine),ILEUSYN-PWY-1
932,932,S000000888,superpathway of branched chain amino acid biosynthesis,BRANCHED-CHAIN-AA-SYN-PWY-1
933,933,S000000535,L-histidine biosynthesis,HISTSYN-PWY
934,934,S000000535,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
935,935,S000005500,L-arginine biosynthesis II (acetyl cycle),ARGSYNBSUB-PWY
936,936,S000003035,periplasmic NAD degradation,PERIPLASMA-NAD-DEGRADATION
937,937,S000000349,L-tyrosine degradation III,PWY3O-4108
938,938,S000000349,isoleucine degradation,PWY3O-4109
939,939,S000000349,leucine degradation,PWY3O-4112
940,940,S000000349,phenylalanine degradation,PWY3O-4115
941,941,S000000349,superpathway of glucose fermentation,GLUCFERMEN-PWY
942,942,S000000349,tryptophan degradation,PWY3O-214
943,943,S000000349,valine degradation,PWY3O-4105
944,944,S000003225,L-tyrosine degradation III,PWY3O-4108
945,945,S000003225,isoleucine degradation,PWY3O-4109
946,946,S000003225,leucine degradation,PWY3O-4112
947,947,S000003225,phenylalanine degradation,PWY3O-4115
948,948,S000003225,superpathway of glucose fermentation,GLUCFERMEN-PWY
949,949,S000003225,tryptophan degradation,PWY3O-214
950,950,S000003225,valine degradation,PWY3O-4105
951,951,S000004644,"dehydro-D-arabinono-1,4-lactone biosynthesis",PWY3O-6-1
952,952,S000005420,glycerol biosynthesis,PWY3O-48
953,953,S000005420,phosphatidate biosynthesis II (the glycerol-3-phosphate pathway),PWY3O-6499
954,954,S000005420,superpathway of phosphatidate biosynthesis,PWY3O-6635
955,955,S000002180,glycerol biosynthesis,PWY3O-48
956,956,S000002180,phosphatidate biosynthesis II (the glycerol-3-phosphate pathway),PWY3O-6499
957,957,S000002180,superpathway of phosphatidate biosynthesis,PWY3O-6635
958,958,S000002200,NAD salvage pathway V (PNC V cycle),PWY3O-4107
959,959,S000002200,superpathway of NAD biosynthesis,PWY3O-4158
960,960,S000004589,"aerobic respiration, electron transport chain",PWY3O-188
961,961,S000004611,methionine salvage pathway,PWY3O-64
962,962,S000004611,superpathway of methionine salvage pathway,PWY3O-351
963,963,S000003005,NAD salvage pathway V (PNC V cycle),PWY3O-4107
964,964,S000003005,superpathway of NAD biosynthesis,PWY3O-4158
965,965,S000003242,L-tryptophan degradation III (eukaryotic),TRYPTOPHAN-DEGRADATION-1
966,966,S000003242,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,PWY-5653
967,967,S000003242,NAD de novo biosynthesis II (from tryptophan),NADSYN-PWY
968,968,S000003242,NAD salvage pathway IV (from nicotinamide riboside),PWY3O-4106
969,969,S000003242,NAD salvage pathway V (PNC V cycle),PWY3O-4107
970,970,S000003242,superpathway of NAD biosynthesis,PWY3O-4158
971,971,S000004320,L-tryptophan degradation III (eukaryotic),TRYPTOPHAN-DEGRADATION-1
972,972,S000004320,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,PWY-5653
973,973,S000004320,NAD de novo biosynthesis II (from tryptophan),NADSYN-PWY
974,974,S000004320,NAD salvage pathway IV (from nicotinamide riboside),PWY3O-4106
975,975,S000004320,NAD salvage pathway V (PNC V cycle),PWY3O-4107
976,976,S000004320,superpathway of NAD biosynthesis,PWY3O-4158
977,977,S000005735,NAD salvage pathway V (PNC V cycle),PWY3O-4107
978,978,S000005735,superpathway of NAD biosynthesis,PWY3O-4158
979,979,S000002723,inositol phosphate biosynthesis,PWY3O-402
980,980,S000004346,pentose phosphate pathway,PENTOSE-P-PWY
981,981,S000004346,pentose phosphate pathway (non-oxidative branch),NONOXIPENT-PWY
982,982,S000001550,UTP and CTP de novo biosynthesis,PWY-7176
983,983,S000001550,adenosine deoxyribonucleotides de novo biosynthesis II,PWY-7220-1
984,984,S000001550,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
985,985,S000001550,de novo biosynthesis of pyrimidine deoxyribonucleotides,YEAST-DE-NOVO-PYRMID-DNT
986,986,S000001550,de novo biosynthesis of pyrimidine ribonucleotides,PYRIMID-RNTSYN-PWY
987,987,S000001550,guanosine deoxyribonucleotides de novo biosynthesis II,PWY-7222-1
988,988,S000001550,guanosine ribonucleotides de novo biosynthesis,PWY-7221
989,989,S000001550,salvage pathways of pyrimidine ribonucleotides,YEAST-RNT-SALV
990,990,S000001550,superpathway of adenosine nucleotides de novo biosynthesis II,PWY-6126-1
991,991,S000001550,superpathway of guanosine nucleotides de novo biosynthesis II,PWY-6125
992,992,S000001550,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
993,993,S000001550,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
994,994,S000001550,superpathway of purine nucleotides de novo biosynthesis II,DENOVOPURINE2-PWY
995,995,S000000972,adenosine ribonucleotides de novo biosynthesis,PWY-7219
996,996,S000000972,de novo biosynthesis of purine nucleotides,DENOVOPURINE3-PWY
997,997,S000000972,superpathway of adenosine nucleotides de novo biosynthesis II,PWY-6126-1
998,998,S000000972,"superpathway of histidine, purine, and pyrimidine biosynthesis",PRPP-PWY-1
999,999,S000000972,superpathway of purine biosynthesis and salvage pathways,PWY3O-285
